epoch,step,test_loss,test_mae,test_me,test_medae,test_qlike,test_rmse,test_smape,train_loss,train_mae,train_me,train_medae,train_qlike,train_rmse,train_smape,val_loss,val_mae,val_me,val_medae,val_qlike,val_rmse,val_smape
13,587,,,,,,,,,,,,,,,2.7016005516052246,4.599172592163086,260.1788635253906,2.3994059562683105,2.7016005516052246,15.567537307739258,0.7232117652893066
13,587,,,,,,,,2.48333477973938,5.957888126373291,278.6554870605469,1.7905420064926147,2.48333477973938,19.203140258789062,0.6581886410713196,,,,,,,
14,629,,,,,,,,,,,,,,,2.7841734886169434,6.085794925689697,260.901123046875,3.7039988040924072,2.7841734886169434,16.537870407104492,0.8922196626663208
14,629,,,,,,,,2.483320713043213,6.035383701324463,249.88365173339844,1.7994530200958252,2.483320713043213,18.70964813232422,0.6524145007133484,,,,,,,
15,671,,,,,,,,,,,,,,,2.752483367919922,5.148031234741211,260.1326599121094,2.95147967338562,2.752483367919922,15.866110801696777,0.7987407445907593
15,671,,,,,,,,2.4906482696533203,6.0568413734436035,255.3932342529297,1.8405086994171143,2.4906482696533203,19.216089248657227,0.6583625674247742,,,,,,,
16,713,,,,,,,,,,,,,,,2.7707931995391846,3.7124264240264893,261.257080078125,1.5702120065689087,2.7707931995391846,15.146384239196777,0.5885425806045532
16,713,,,,,,,,2.473910093307495,5.9073638916015625,267.0818176269531,1.8105403184890747,2.473910093307495,18.991762161254883,0.653351366519928,,,,,,,
17,755,,,,,,,,,,,,,,,2.784813642501831,4.406097412109375,260.04290771484375,2.2555134296417236,2.784813642501831,15.435651779174805,0.7010382413864136
17,755,,,,,,,,2.4790456295013428,5.912993431091309,268.9412841796875,1.7222739458084106,2.4790456295013428,19.093158721923828,0.6396377682685852,,,,,,,
18,797,,,,,,,,,,,,,,,2.819411039352417,3.847675085067749,260.891357421875,1.7220410108566284,2.819411039352417,15.182777404785156,0.6143778562545776
18,797,,,,,,,,2.4712727069854736,5.8955841064453125,271.8519287109375,1.793292760848999,2.4712727069854736,19.104000091552734,0.6514384150505066,,,,,,,
19,839,,,,,,,,,,,,,,,2.8461954593658447,4.45685338973999,259.9716796875,2.3105506896972656,2.8461954593658447,15.45807933807373,0.7077378034591675
19,839,,,,,,,,2.4745426177978516,5.928135871887207,267.6034240722656,1.7922871112823486,2.4745426177978516,19.102128982543945,0.6469141840934753,,,,,,,
20,881,,,,,,,,,,,,,,,2.8840339183807373,4.144434452056885,260.1744384765625,2.004387855529785,2.8840339183807373,15.310404777526855,0.6589726209640503
20,881,,,,,,,,2.471921443939209,5.824927806854248,271.3682556152344,1.7509478330612183,2.471921443939209,19.06184959411621,0.6390200853347778,,,,,,,
21,923,,,,,,,,,,,,,,,2.9182913303375244,3.9851162433624268,260.5411682128906,1.879871129989624,2.9182913303375244,15.225038528442383,0.640144944190979
21,923,,,,,,,,2.471060276031494,5.904550075531006,258.220458984375,1.7678804397583008,2.471060276031494,19.008451461791992,0.6384083032608032,,,,,,,
22,965,,,,,,,,,,,,,,,2.9391095638275146,4.204460620880127,260.0851135253906,2.111140727996826,2.9391095638275146,15.310089111328125,0.6784000396728516
22,965,,,,,,,,2.4774434566497803,5.946435928344727,270.4736022949219,1.8444716930389404,2.4774434566497803,19.1938419342041,0.6488931775093079,,,,,,,
23,1007,,,,,,,,,,,,,,,2.966038942337036,4.050260543823242,260.4025573730469,1.9635436534881592,2.966038942337036,15.246253967285156,0.6529746055603027
23,1007,,,,,,,,2.473329544067383,5.913875579833984,264.7286376953125,1.8216294050216675,2.473329544067383,18.898643493652344,0.6434220671653748,,,,,,,
24,1049,,,,,,,,,,,,,,,3.0110924243927,3.7025840282440186,261.45855712890625,1.5987780094146729,3.0110924243927,15.123337745666504,0.5916572213172913
24,1049,,,,,,,,2.479008674621582,5.953014373779297,257.3204650878906,1.8098645210266113,2.479008674621582,18.77358627319336,0.6436224579811096,,,,,,,
25,1091,,,,,,,,,,,,,,,3.0228991508483887,4.564148426055908,259.78509521484375,2.452268600463867,3.0228991508483887,15.495741844177246,0.7288346290588379
25,1091,,,,,,,,2.4789576530456543,6.0132246017456055,278.784423828125,1.916570782661438,2.4789576530456543,19.25819969177246,0.6604211926460266,,,,,,,
26,1133,,,,,,,,,,,,,,,3.0844011306762695,4.425311088562012,259.87396240234375,2.3143200874328613,3.0844011306762695,15.429445266723633,0.7062661051750183
26,1133,,,,,,,,2.466485023498535,5.876521587371826,265.8800964355469,1.7980254888534546,2.466485023498535,19.173542022705078,0.639562726020813,,,,,,,
27,1175,,,,,,,,,,,,,,,3.1480531692504883,3.935882091522217,260.6961364746094,1.8385478258132935,3.1480531692504883,15.206088066101074,0.6299305558204651
27,1175,,,,,,,,2.4675986766815186,5.91752290725708,274.61322021484375,1.8458237648010254,2.4675986766815186,19.148014068603516,0.6434933543205261,,,,,,,
28,1217,,,,,,,,,,,,,,,3.2220301628112793,3.8519299030303955,260.8944396972656,1.7466192245483398,3.2220301628112793,15.180953025817871,0.6122146248817444
28,1217,,,,,,,,2.4704606533050537,5.905622959136963,267.973388671875,1.8401161432266235,2.4704606533050537,19.28955841064453,0.6437951326370239,,,,,,,
29,1259,,,,,,,,,,,,,,,3.2347350120544434,4.319168567657471,259.896728515625,2.248143434524536,3.2347350120544434,15.3525390625,0.7003036737442017
29,1259,,,,,,,,2.46724796295166,5.984170436859131,270.9112854003906,1.8138707876205444,2.46724796295166,19.07854461669922,0.6397080421447754,,,,,,,
30,1301,,,,,,,,,,,,,,,3.4037654399871826,3.728602409362793,261.33697509765625,1.6092450618743896,3.4037654399871826,15.135397911071777,0.5905144810676575
30,1301,,,,,,,,2.464228868484497,5.821513652801514,265.8642883300781,1.777269959449768,2.464228868484497,19.05634880065918,0.6323376893997192,,,,,,,
31,1343,,,,,,,,,,,,,,,3.3812198638916016,4.3445515632629395,259.8342590332031,2.2536559104919434,3.3812198638916016,15.377965927124023,0.699203610420227
31,1343,,,,,,,,2.4677157402038574,5.823089122772217,253.56224060058594,1.7529406547546387,2.4677157402038574,18.915796279907227,0.6273241639137268,,,,,,,
32,1385,,,,,,,,,,,,,,,3.39793062210083,4.739241600036621,259.52081298828125,2.680570602416992,3.39793062210083,15.559170722961426,0.7639961242675781
32,1385,,,,,,,,2.4728305339813232,5.928614139556885,257.7869567871094,1.8617644309997559,2.4728305339813232,18.98960304260254,0.6446999311447144,,,,,,,
33,1427,,,,,,,,,,,,,,,3.478808879852295,4.4258294105529785,259.7403869628906,2.356257200241089,3.478808879852295,15.41168212890625,0.7129179835319519
33,1427,,,,,,,,2.4697420597076416,5.923800468444824,273.4781188964844,1.926806926727295,2.4697420597076416,19.11012840270996,0.6540188193321228,,,,,,,
34,1469,,,,,,,,,,,,,,,3.4948954582214355,3.9748876094818115,260.6106872558594,1.8892406225204468,3.4948954582214355,15.220081329345703,0.6360492706298828
34,1469,,,,,,,,2.4662647247314453,5.864449977874756,260.7015075683594,1.8286839723587036,2.4662647247314453,19.033100128173828,0.6380883455276489,,,,,,,
35,1511,,,,,,,,,,,,,,,3.4971604347229004,4.053744792938232,260.445068359375,1.9822903871536255,3.4971604347229004,15.2467622756958,0.6528239250183105
35,1511,,,,,,,,2.4613449573516846,5.848439693450928,274.48309326171875,1.792271375656128,2.4613449573516846,19.124086380004883,0.6295974254608154,,,,,,,
36,1553,,,,,,,,,,,,,,,3.529876708984375,3.5415005683898926,262.11529541015625,1.4443655014038086,3.529876708984375,15.078690528869629,0.5594432353973389
36,1553,,,,,,,,2.4666788578033447,6.001114368438721,232.15744018554688,1.9229681491851807,2.4666788578033447,18.42535400390625,0.6492295861244202,,,,,,,
37,1595,,,,,,,,,,,,,,,3.513035297393799,3.872143268585205,260.9627685546875,1.7856826782226562,3.513035297393799,15.178324699401855,0.6208107471466064
37,1595,,,,,,,,2.469508647918701,5.836355209350586,262.0261535644531,1.83955717086792,2.469508647918701,19.00748062133789,0.6381101608276367,,,,,,,
38,1637,,,,,,,,,,,,,,,3.520439624786377,4.064277648925781,260.4520568847656,2.001328706741333,3.520439624786377,15.249897956848145,0.6560765504837036
38,1637,,,,,,,,2.466172218322754,5.910755157470703,256.3421325683594,1.828095555305481,2.466172218322754,18.900453567504883,0.6377179026603699,,,,,,,
39,1679,,,,,,,,,,,,,,,3.553776264190674,4.377130031585693,259.841552734375,2.3222615718841553,3.553776264190674,15.38055419921875,0.7125695943832397
39,1679,,,,,,,,2.4597065448760986,5.856950759887695,263.3139953613281,1.783395767211914,2.4597065448760986,18.875646591186523,0.6280034780502319,,,,,,,
40,1721,,,,,,,,,,,,,,,3.6832127571105957,3.7210469245910645,261.4579162597656,1.6252825260162354,3.6832127571105957,15.129413604736328,0.5923687815666199
40,1721,,,,,,,,2.4593589305877686,6.005172252655029,261.1448059082031,1.9394505023956299,2.4593589305877686,18.838207244873047,0.6496954560279846,,,,,,,
41,1763,,,,,,,,,,,,,,,3.5555691719055176,4.061556339263916,260.5979919433594,2.0197925567626953,3.5555691719055176,15.238608360290527,0.6621859669685364
41,1763,,,,,,,,2.463972330093384,5.940283298492432,256.8087158203125,1.8307783603668213,2.463972330093384,18.954124450683594,0.6372060179710388,,,,,,,
42,1805,,,,,,,,,,,,,,,3.569161891937256,4.300061225891113,260.0506591796875,2.250656843185425,3.569161891937256,15.335396766662598,0.704744815826416
42,1805,,,,,,,,2.4596245288848877,5.783210277557373,266.5079345703125,1.7313789129257202,2.4596245288848877,19.121076583862305,0.6203691959381104,,,,,,,
43,1847,,,,,,,,,,,,,,,3.618375062942505,4.502917766571045,259.6824645996094,2.4394969940185547,3.618375062942505,15.449140548706055,0.7296146154403687
43,1847,,,,,,,,2.4574780464172363,5.902653694152832,263.749267578125,1.846854567527771,2.4574780464172363,18.93644905090332,0.6368281245231628,,,,,,,
44,1889,,,,,,,,,,,,,,,3.57543683052063,4.480721473693848,259.7289123535156,2.4601621627807617,3.57543683052063,15.412452697753906,0.7376622557640076
44,1889,,,,,,,,2.4663565158843994,5.937051773071289,254.84771728515625,1.878295660018921,2.4663565158843994,18.94905662536621,0.6412270069122314,,,,,,,
45,1931,,,,,,,,,,,,,,,3.7726664543151855,3.913196325302124,260.95721435546875,1.8526166677474976,3.7726664543151855,15.189842224121094,0.631896436214447
45,1931,,,,,,,,2.461723566055298,5.847028732299805,255.9811553955078,1.8347859382629395,2.461723566055298,18.997119903564453,0.6365926265716553,,,,,,,
46,1973,,,,,,,,,,,,,,,3.545836925506592,4.375144958496094,259.8948059082031,2.3351151943206787,3.545836925506592,15.375813484191895,0.7179044485092163
46,1973,,,,,,,,2.464404821395874,5.903753757476807,273.3322448730469,1.8666406869888306,2.464404821395874,19.11406707763672,0.6375893950462341,,,,,,,
47,2015,,,,,,,,,,,,,,,3.5519533157348633,4.614499092102051,259.950439453125,2.533665180206299,3.5519533157348633,15.528287887573242,0.7427108883857727
47,2015,,,,,,,,2.4579484462738037,5.847136974334717,275.3354187011719,1.7674541473388672,2.4579484462738037,19.1173038482666,0.6303024888038635,,,,,,,
48,2057,,,,,,,,,,,,,,,3.5741183757781982,4.79703426361084,259.9681396484375,2.7213101387023926,3.5741183757781982,15.618030548095703,0.7705528736114502
48,2057,,,,,,,,2.4639713764190674,5.879574298858643,260.3797607421875,1.8272885084152222,2.4639713764190674,18.94449806213379,0.6340247392654419,,,,,,,
49,2099,,,,,,,,,,,,,,,3.5822651386260986,3.8994510173797607,260.9785461425781,1.8332678079605103,3.5822651386260986,15.190605163574219,0.6287763714790344
49,2099,,,,,,,,2.4616265296936035,5.918483734130859,267.7539978027344,1.8523274660110474,2.4616265296936035,19.18437385559082,0.6398190855979919,,,,,,,
50,2141,,,,,,,,,,,,,,,3.583585500717163,4.289462566375732,260.1633605957031,2.272505521774292,3.583585500717163,15.331071853637695,0.7065511345863342
50,2141,,,,,,,,2.4583969116210938,5.998402118682861,264.9547119140625,1.8537200689315796,2.4583969116210938,19.132455825805664,0.6388033628463745,,,,,,,
51,2183,,,,,,,,,,,,,,,3.6799418926239014,3.851999282836914,261.1904602050781,1.7879271507263184,3.6799418926239014,15.170494079589844,0.6208239793777466
51,2183,,,,,,,,2.457120895385742,5.810539722442627,263.2575378417969,1.80411696434021,2.457120895385742,18.950048446655273,0.6301988363265991,,,,,,,
52,2225,,,,,,,,,,,,,,,3.58996844291687,4.11347770690918,260.40863037109375,2.0569570064544678,3.58996844291687,15.277698516845703,0.668120265007019
52,2225,,,,,,,,2.4623868465423584,5.887486934661865,266.2904357910156,1.8459292650222778,2.4623868465423584,19.026813507080078,0.6346781849861145,,,,,,,
53,2226,2.0622177124023438,3.0865111351013184,74.2581787109375,2.344200611114502,2.0622177124023438,5.8383917808532715,0.8485325574874878,,,,,,,,,,,,,,
